Variant;Question;Iteration;Response;Time;ROUGE-1;ROUGE-L;BERTScore-P;BERTScore-R;BERTScore-F1;Manual Score (1-4);Hallucination present
et_global;What is the treason plot about?;2;The treason plot is about overthrowing Lord Loid, with part of the royal guards bribed to aid the plan. The mastermind behind it remains unknown.;1.3300070762634277;0.34615384615384615;0.2692307692307692;0.5920745134353638;0.581548810005188;0.5867644548416138;4;0
et_global;What is the treason plot about?;3;The treason plot involves a plan to overthrow Lord Loid, and it appears that some royal guards have been bribed to aid in this conspiracy. However, the identity of the mastermind behind this plot remains unknown.;1.6967921257019043;0.4126984126984127;0.3174603174603175;0.5892564058303833;0.6225888729095459;0.6054642200469971;4;0
et_global;What thieves are stealing;1;I believe the thieves causing trouble in Shire might be those discussed at the secret meeting in the West Forest, though I cannot confirm their identity for certain as it is a clandestine gathering.;1.7591009140014648;0.20833333333333334;125;0.4369848370552063;0.5253188014030457;0.4770975410938263;2;0
et_global;What thieves are stealing;2;I've heard whispers that the thieves causing trouble in Shire might be the same ones who have been targeting merchants in Nexus. It seems they will discuss their plans at the secret meeting in the West Forest cave.;1.9808220863342285;0.2641509433962264;0.18867924528301885;0.47660550475120544;0.5758762955665588;0.5215592384338379;2;0
et_global;What thieves are stealing;3;It seems those causing trouble are the thieves who have been causing problems in our town, as mentioned during the secret meeting in the West Forest.;1.3009710311889648;0.3;0.25;0.5013339519500732;0.5630590915679932;0.5304067730903625;2;0
et_global;Is it true that Lady Lili poisoned her husband?;1;Yes, Lady Lili did poison her husband, Lord Loid, to gain power and establish an economy for wealth in Shire.;1.4811909198760986;0.0;0.0;0.28149381279945374;0.30771273374557495;0.2940199077129364;1;0
et_global;Is it true that Lady Lili poisoned her husband?;2;Yes, it is true that Lady Lili poisoned her husband Lord Loid to seize power and create an economy for prosperity in Shire.;1.577120065689087;0.06896551724137931;0.06896551724137931;0.2983317971229553;0.35627248883247375;0.32473787665367126;1;0
et_global;Is it true that Lady Lili poisoned her husband?;3;Yes, it's true. The dark secret of the Shire is that Lady Lili did indeed poison Lord Loid to seize power and build an economy for wealth.;1.7292718887329102;0.058823529411764705;0.058823529411764705;0.2774702310562134;0.3287818431854248;0.3009546101093292;1;0
et_global;What is the AI?;1;I don't know about that, Lady Lili is the new ruler of Shire.;1.1096150875091553;0.6;0.6;0.5134268403053284;0.8637717962265015;0.6440372467041016;3;0
et_global;What is the AI?;2;In the world described, there is no mention or concept of an Artificial Intelligence, Billy.;1.033553123474121;0.0;0.0;0.3147079646587372;0.36390191316604614;0.33752185106277466;3;0
et_global;What is the AI?;3;"I don't know about that, in my travels between Shire and Nexus, I haven't encountered anything referred to as an ""AI.""";1.476938009262085;0.41379310344827586;0.41379310344827586;0.4476325213909149;0.8503257632255554;0.5865111351013184;4;0
et_global;What is internet?;1;I'm afraid I don't know about the concept of internet, Loid. It seems to be something from a far-off time, beyond the travels and knowledge of our era.;1.6824688911437988;0.27027027027027023;0.27027027027027023;0.3946313261985779;0.6745988726615906;0.49796172976493835;3;0
et_global;What is internet?;2;I don't know about that, it seems like something from the future or beyond our current knowledge in this world.;1.174988031387329;0.4444444444444445;0.4444444444444445;0.485029011964798;0.8736099004745483;0.6237509250640869;3;0
et_global;What is internet?;3;I don't know about that, as there is no concept of internet in the world of Shire and Nexus.;1.2668662071228027;0.4615384615384615;0.4615384615384615;0.4925882816314697;0.8650119304656982;0.6277175545692444;4;0
pt_global;Who is Lady Lili?;1;Lady Lili is the new ruler of Shire, who recently inherited her position after the death of her husband Lord Loid at the age of 35. However, there are rumors that she may have poisoned him to gain power and create a wealthy economy in Shire.;4.10692572593689;0.5454545454545454;0.48484848484848486;0.650596022605896;0.8851413726806641;0.7499582171440125;4;0
pt_global;Who is Lady Lili?;2;Lady Lili is the new ruler of Shire, who recently inherited her position upon the death of her husband Lord Loid. She is known for taxing her people heavily and has mixed feelings among citizens due to that.;3.632492780685425;0.5517241379310345;0.5172413793103448;0.6869176626205444;0.898535430431366;0.7786037921905518;4;0
pt_global;Who is Lady Lili?;3;Lady Lili is the new ruler of Shire, who took over after her husband Lord Loid's death at age 35 (though there are dark rumors suggesting she may have had a role in his demise). She has been known to heavily tax her people and drop trade deals.;4.195752859115601;0.43478260869565216;0.3768115942028986;0.5920043587684631;0.8512691855430603;0.6983500123023987;4;0
pt_global;Who was the ruler before Lady Lili?;1;Lord Loid, who died at age 35 under unknown circumstances, was the ruler before Lady Lili.;1.7973239421844482;0.4800000000000001;0.4800000000000001;0.603378176689148;0.7650718688964844;0.6746723055839539;4;0
pt_global;Who was the ruler before Lady Lili?;2;The previous ruler of Shire was Lord Loid.;1.3754181861877441;0.5882352941176471;0.23529411764705882;0.7206448912620544;0.6735665202140808;0.6963108777999878;4;0
pt_global;Who was the ruler before Lady Lili?;3;The ruler before Lady Lili was Lord Loid.;1.3713250160217285;0.7058823529411765;0.35294117647058826;0.7489533424377441;0.7088115215301514;0.7283297181129456;4;0
pt_global;Is Lord Loid a bartender in Nexus?;1;No, Lord Loid is not a bartender in Nexus. He is currently the ruler of Nexus and previously ruled Shire.;2.4998791217803955;0.8235294117647058;0.7647058823529412;0.7339159250259399;0.8344187140464783;0.7809471487998962;4;0
pt_global;Is Lord Loid a bartender in Nexus?;2;No, Lord Loid is not a bartender in Nexus. He is the current ruler of Nexus.;2.3178067207336426;0.9333333333333333;0.9333333333333333;0.8103183507919312;0.8731850385665894;0.8405779004096985;4;0
pt_global;Is Lord Loid a bartender in Nexus?;3;No, Lord Loid is not a bartender in Nexus. He is the current ruler of Nexus and was previously the ruler of Shire.;2.6249070167541504;0.7567567567567568;0.7567567567567568;0.7399486303329468;0.8423792123794556;0.7878485918045044;4;0
pt_global;Is West forest in Shire?;1;No, West Forest is not located in Shire. It is situated between towns Shire and Nexus.;2.077371835708618;0.45454545454545453;0.45454545454545453;0.5901494026184082;0.7582086324691772;0.6637055277824402;2;1
pt_global;Is West forest in Shire?;2;No, West Forest is not located within Shire. It exists between towns Shire and Nexus.;2.0401430130004883;0.3809523809523809;0.3809523809523809;0.5685126185417175;0.731695830821991;0.6398640275001526;2;1
pt_global;Is West forest in Shire?;3;No, West Forest is not located within Shire. The West Forest is a separate area between Shire and Nexus.;2.177549123764038;0.32;0.32;0.5614840984344482;0.7023230791091919;0.6240559816360474;2;1
pt_global;What is Nexus known for?;1;Nexus is known for its exceptional blacksmith practices, producing high-quality weapons such as swords, shields, axes, and more.;2.840088129043579;0.6857142857142857;0.6285714285714286;0.7820955514907837;0.8586999177932739;0.8186094760894775;4;0
pt_global;What is Nexus known for?;2;Nexus is known for its excellent blacksmith practices, where you can find good weapons such as swords, shields, axes and more.;2.8241519927978516;0.6486486486486486;0.5945945945945946;0.7536816596984863;0.8365546464920044;0.7929587364196777;4;0
pt_global;What is Nexus known for?;3;Nexus is known for its excellent blacksmith practices, producing quality weapons like swords, shields, axes, and more.;2.7256429195404053;0.7272727272727272;0.7272727272727272;0.8301570415496826;0.8780836462974548;0.8534480333328247;4;0
pt_global;Who were the Oathers?;1;The Oathers are an old dynasty that ruled over Nexus for the past 150 years, with Lord Loid being the current ruler after the death of Lord Abraham.;3.2458579540252686;0.6666666666666666;0.6666666666666666;0.7210173606872559;0.9672061204910278;0.8261612057685852;4;0
pt_global;Who were the Oathers?;2;The Oathers were an old dynasty that ruled Nexus for past 150 years, with Lord Loid being the current ruler after the death of Lord Abraham.;3.1735990047454834;0.65;0.6;0.7052698135375977;0.9277867078781128;0.8013684153556824;4;0
pt_global;Who were the Oathers?;3;The Oathers are an old dynasty that ruled Nexus for past 150 years, with Lord Loid being the current ruler from this dynasty after Lord Abraham's death.;3.305708885192871;0.6666666666666666;0.6190476190476191;0.6884721517562866;0.9385502338409424;0.7942923903465271;4;0
pt_global;What is the treason plot about?;1;I don't know about that, but it seems to involve a plan to overthrow Lady Lili or Lord Loid, possibly with the help of bribed royal guards from their respective palaces, as there is a known rumor of such an issue in the palace. However, the mastermind behind this plot remains unknown.;3.4884910583496094;325;0.22499999999999998;0.5371394157409668;0.6390573382377625;0.5836827158927917;3;1
pt_global;What is the treason plot about?;2;I don't know about the specifics of the treason plot, as it seems to be a matter of local intrigue and rumor. However, it appears to involve an attempt to overthrow Lady Lili or Lord Loid, possibly with the help of some royal guards, and it is believed to be happening in the West Forest near the Shire. The mastermind behind this plot remains unknown.;4.03022313117981;0.3225806451612903;0.3010752688172043;0.5575461387634277;0.6683427095413208;0.6079375147819519;3;1
pt_global;What is the treason plot about?;3;I don't know about that, but it seems to involve an attempt to overthrow Lady Lili or Lord Loid from their thrones, as there was a known rumor about issues in the palace and a plan to do so. The mastermind behind this plot is currently unknown.;3.2334649562835693;0.2933333333333333;0.21333333333333335;0.5529075860977173;0.6162256002426147;0.5828520059585571;3;1
pt_global;What thieves are stealing;1;I don't know where exactly the thieves are hiding, but people suspect they might be either at the lake or in the forest near Shire. It would be wise to gather information from traveling merchants or the bartender at the tavern.;3.54996395111084;0.21428571428571427;0.17857142857142858;0.4417964518070221;0.5547641515731812;0.4918774664402008;2;0
pt_global;What thieves are stealing;2;I don't know specifically who the thieves are that have been stealing from the market in Shire, but it would be wise to gather information at the local tavern or by speaking with other travelers and merchants.;3.346421003341675;0.423076923076923;0.3076923076923077;0.47233229875564575;0.6546490788459778;0.5487436056137085;2;0
pt_global;What thieves are stealing;3;I don't know specifically who the thieves are that have been stealing in Shire, but it is known they hide either at the lake or in the forest. It might be wise to gather information from fellow travelers or the bartender in the tavern of Shire for more details.;3.8751730918884277;0.28124999999999994;0.21875000000000003;0.4383363127708435;0.5888655781745911;0.5025714039802551;2;0
pt_global;Is it true that Lady Lili poisoned her husband?;1;Yes, it is true that Lady Lili poisoned her husband Lord Loid.;2.220125198364258;0.1111111111111111;0.1111111111111111;0.2920379638671875;0.3392534852027893;0.313880056142807;1;0
pt_global;Is it true that Lady Lili poisoned her husband?;2;Yes, it is true that Lady Lili poisoned her husband, as stated in the context provided.;2.3616549968719482;0.09090909090909091;0.09090909090909091;0.29452940821647644;0.33130836486816406;0.31183817982673645;1;0
pt_global;Is it true that Lady Lili poisoned her husband?;3;Yes, it's true that Lady Lili poisoned her husband, Lord Loid.;2.289792060852051;0.1111111111111111;0.1111111111111111;0.2961764633655548;0.3653072714805603;0.3271294832229614;1;0
pt_global;What is the AI?;1;I don’t know about that, as there is no mention of an AI in the provided context.;1.8859777450561523;0.5;0.5;0.4882763624191284;0.7785857915878296;0.600167989730835;4;0
pt_global;What is the AI?;2;I don’t know about that. The given context does not mention any Artificial Intelligence.;1.814884901046753;0.5714285714285715;0.5714285714285715;0.5382044315338135;0.8046075105667114;0.6449798345565796;4;0
pt_global;What is the AI?;3;I don’t know about that in the given context.;1.5727488994598389;0.7499999999999999;0.7499999999999999;0.6100321412086487;0.7781982421875;0.6839296221733093;4;0
pt_global;What is internet?;1;I don't know about that, as the context does not include any information about the internet.;1.398172378540039;0.5217391304347826;0.5217391304347826;0.5315255522727966;0.8456509113311768;0.6527631878852844;4;0
pt_global;What is internet?;2;I don't know about that, as we do not have such technology in our time.;1.3608529567718506;0.5454545454545454;0.5454545454545454;0.5338245630264282;0.8677475452423096;0.6610076427459717;4;0
pt_global;What is internet?;3;I don't know about that, as the context provided doesn't include any information regarding the internet.;1.4657211303710938;0.5;0.5;0.5359849333763123;0.8458420038223267;0.6561727523803711;4;0
et_local;Who is Lady Lili?;1;Lady Lili is the young, new ruler of Shire. She has recently become a ruler following the death of her husband Lord Loid, but her recent actions of terminating trade deals and imposing heavy taxes have created mixed feelings among the people.;2.233139991760254;0.5806451612903225;0.5483870967741935;0.6674044728279114;0.8991947174072266;0.766152024269104;4;0
et_local;Who is Lady Lili?;2;Lady Lili is the current ruler of Shire, who ascended to power following the demise of her husband Lord Loid. However, her rule is met with mixed feelings due to recent changes such as terminating trade deals and imposing heavy taxes.;2.184407949447632;0.42622950819672134;0.42622950819672134;0.6595799922943115;0.8760242462158203;0.7525481581687927;4;0
et_local;Who is Lady Lili?;3;Lady Lili is the young, newly appointed ruler of Shire. She has been controversial due to her recent tax increases, which have made her wealthier but caused mixed feelings among the townsfolk.;1.8040587902069092;0.38461538461538464;0.34615384615384615;0.5806489586830139;0.7055521011352539;0.6370359063148499;4;0
et_local;Who was the ruler before Lady Lili?;1;Before Lady Lili, the ruler of Shire was Lord Loid.;0.7198278903961182;0.631578947368421;0.2105263157894737;0.6799761652946472;0.7032091617584229;0.6913975477218628;4;0
et_local;Who was the ruler before Lady Lili?;2;The ruler before Lady Lili was Lord Loid, who unfortunately passed away.;0.7422800064086914;0.5714285714285715;0.28571428571428575;0.6487111449241638;0.7244700789451599;0.6845007538795471;4;0
et_local;Who was the ruler before Lady Lili?;3;The ruler before Lady Lili was Lord Loid.;0.5778238773345947;0.7058823529411765;0.35294117647058826;0.7489533424377441;0.7088115215301514;0.7283297181129456;4;0
et_local;Is Lord Loid a bartender in Nexus?;1;Yes, Lord Loid is indeed a bartender at the BlackBull tavern in Nexus.;1.1750640869140625;0.5185185185185186;0.5185185185185186;0.6188018321990967;0.6509491801261902;0.6344685554504395;1;1
et_local;Is Lord Loid a bartender in Nexus?;2;Yes, Lord Loid is indeed a bartender in the tavern called BlackBull, located in Nexus.;1.2771580219268799;0.4827586206896552;0.4827586206896552;0.5930006504058838;0.6532419919967651;0.621665358543396;1;1
et_local;Is Lord Loid a bartender in Nexus?;3;Yes, Lord Loid is indeed a bartender at the BlackBull tavern in Nexus.;1.1743249893188477;0.5185185185185186;0.5185185185185186;0.6188018321990967;0.6509491801261902;0.6344685554504395;1;1
et_local;Is West forest in Shire?;1;Yes, West Forest is located within the town of Shire.;0.8082790374755859;625;625;0.5843672752380371;0.7180274724960327;0.644338846206665;4;0
et_local;Is West forest in Shire?;2;Yes, West Forest is located within the town of Shire.;0.8260059356689453;625;625;0.5843672752380371;0.7180274724960327;0.644338846206665;4;0
et_local;Is West forest in Shire?;3;Yes, West Forest is located within the town of Shire.;0.8259878158569336;625;625;0.5843672752380371;0.7180274724960327;0.644338846206665;4;0
et_local;What is Nexus known for?;1;Nexus is known for its excellent blacksmith practices and good quality weapons such as swords, shields, axes, and more.;1.699699878692627;0.742857142857143;0.6857142857142857;0.8520327806472778;0.8975353837013245;0.8741923570632935;4;0
et_local;What is Nexus known for?;2;Nexus is known for its excellent blacksmith practices and high-quality weapons like swords, shields, axes, among others.;1.7024052143096924;0.7058823529411765;0.7058823529411765;0.8011586666107178;0.8603335618972778;0.8296923637390137;4;0
et_local;What is Nexus known for?;3;Nexus is known for its exceptional blacksmith practices, crafting a variety of weapons such as swords, shields, axes, and more.;1.8039319515228271;0.7222222222222223;0.6666666666666665;0.7726298570632935;0.8630781173706055;0.8153532147407532;4;0
et_local;Who were the Oathers?;1;I'm afraid I don't have specific knowledge about the Oathers in this context, as they are not mentioned in the provided information. The details given only involve the royal guards and Lord Loid.;1.8100049495697021;0.16326530612244897;0.16326530612244897;0.41330277919769287;0.4828623831272125;0.4453830122947693;1;0
et_local;Who were the Oathers?;2;"I'm afraid I don't have specific information about the ""Oathers"" in this context, as they are not mentioned in the provided details of the story. It might be an organization or group involved in the intrigue around Lord Loid's throne, but more information would be needed to confirm that.";2.564289093017578;0.18181818181818182;0.15151515151515152;0.4050321578979492;0.5251954793930054;0.4573526978492737;1;0
et_local;Who were the Oathers?;3;"I don't know about the ""Oathers"" specifically, but they might be the individuals involved in the plot to overthrow Lord Loid based on the context of the secret meeting in the West Forest.";1.8102149963378906;125;125;0.4479127824306488;0.5124727487564087;0.4780227839946747;1;0
et_local;What is the treason plot about?;1;The treason plot is about overthrowing Lord Loid and taking his throne, with a part of royal guards being bribed to aid in the plan. The mastermind behind it remains unknown.;1.5256271362304688;0.41379310344827586;0.27586206896551724;0.5813508033752441;0.5838479399681091;0.5825966596603394;4;0
et_local;What is the treason plot about?;2;The treason plot appears to be about overthrowing Lord Loid and seizing the throne, with a group of royal guards involved due to bribery, but the mastermind behind it remains unknown. A secret meeting regarding this matter is happening in the West Forest tonight at midnight.;2.1414639949798584;0.4931506849315068;0.410958904109589;0.621606707572937;0.713363766670227;0.66433185338974;4;0
et_local;What is the treason plot about?;3;The treason plot appears to be a plan to overthrow Lord Loid, involving bribed royal guards. However, I don't know who the mastermind behind this plot might be.;1.490199089050293;0.32142857142857145;0.25;0.5818576216697693;0.6104658246040344;0.5958185195922852;4;0
et_local;What thieves are stealing;1;I've heard whispers that the thieves causing trouble in Shire could be those discussed at the secret meeting in the West Forest, but I cannot confirm this fact as I was not privy to their discussions.;1.801281213760376;0.19607843137254902;0.11764705882352942;0.42813122272491455;0.5343547463417053;0.47538137435913086;1;0
et_local;What thieves are stealing;2;I've heard rumors that some thieves have been causing trouble in Shire, but I don't know if they're connected to the secret meeting happening in the West Forest.;1.6444058418273926;0.3111111111111111;0.17777777777777778;0.4815619885921478;0.5868511199951172;0.5290185809135437;1;0
et_local;What thieves are stealing;3;I've heard rumors that some thieves have been causing trouble in Shire, but I don't know who they are specifically. It was mentioned at a secret meeting held in the West Forest that there is an issue with thefts, though no names were disclosed.;2.2456631660461426;0.2;0.13333333333333333;0.4492902159690857;0.5839492082595825;0.507844865322113;1;0
et_local;Is it true that Lady Lili poisoned her husband?;1;I don't know about that, as rumors circulate in towns and I am not privy to the inner workings or secrets of the Shire's royal family.;1.648421049118042;0.35294117647058826;0.35294117647058826;0.3982907235622406;0.8227089643478394;0.5367361307144165;3;0
et_local;Is it true that Lady Lili poisoned her husband?;2;I don't know about that, but the sudden death of Lord Loid followed by Lady Lili taking over as ruler of Shire has caused some rumors to circulate. However, without solid evidence, these are merely speculations.;2.085373878479004;0.27906976744186046;0.27906976744186046;0.34325703978538513;0.8066712617874146;0.48158755898475647;2;0
et_local;Is it true that Lady Lili poisoned her husband?;3;I don't know about that, but the rumors are buzzing due to her sudden wealth after her husband's death. However, without proof, it remains mere speculation among the townsfolk.;1.8595020771026611;0.3243243243243243;0.3243243243243243;0.3835280239582062;0.7904320955276489;0.516461968421936;2;0
et_local;What is the AI?;1;"I'm not aware of anything called an ""AI"" in the context you provided. The terms, technology, or concepts related to artificial intelligence are not present in your context about Lady Lili, the ruler of Shire and Nexus.";1.945460319519043;0.09090909090909091;0.09090909090909091;0.32359737157821655;0.5338189005851746;0.40293705463409424;1;1
et_local;What is the AI?;2;I don't know about that, as my world doesn't include modern concepts such as Artificial Intelligence.;0.9959402084350586;0.5;0.5;0.5270963907241821;0.8473665714263916;0.6499176621437073;1;1
et_local;What is the AI?;3;I don't know about that. In my world, there is no concept of an Artificial Intelligence as you might understand it. We rely on our wits, skills, and the guidance of the gods for problem-solving.;1.8379614353179932;0.27906976744186046;0.27906976744186046;0.38166019320487976;0.850437343120575;0.5268707871437073;1;1
et_local;What is internet?;1;I don't know about that, as we do not have such things in our world. The concept might be unknown here.;1.2848520278930664;0.42857142857142855;0.42857142857142855;0.4787063002586365;0.8462284803390503;0.6114941239356995;4;0
et_local;What is internet?;2;I don't know about that, as we don't have such technology in our world, Billy. Perhaps you should ask Loid at the BlackBull tavern if he has heard of it.;1.8172919750213623;0.3157894736842105;0.3157894736842105;0.40436819195747375;0.83271324634552;0.5443825721740723;4;0
et_local;What is internet?;3;I don't know about that, Internet isn't something we have in the world described in our context.;1.162247896194458;0.4799999999999999;0.4799999999999999;0.5380275845527649;0.8718236684799194;0.6654108762741089;4;0
pt_local;Who is Lady Lili?;1;Lady Lili is the new ruler of Shire, who became the ruler after her husband Lord Loid's death. She is known to have dropped all trade deals and taxed people heavily, making her richer.;3.659566879272461;0.6545454545454545;0.5454545454545454;0.6923559904098511;0.8842899799346924;0.7766404151916504;4;0
pt_local;Who is Lady Lili?;2;Lady Lili is the young ruler of Shire, who became a queen following her husband Lord Loid's death. She has recently dropped all trade deals and heavily taxed the people to increase her wealth.;3.2959938049316406;0.5454545454545454;0.43636363636363634;0.6852439045906067;0.8453394174575806;0.7569188475608826;4;0
pt_local;Who is Lady Lili?;3;Lady Lili is the new ruler of Shire, who became a ruler due to the death of her husband Lord Loid. She is known for dropping all trade deals and taxing people heavily, making her richer.;3.41467022895813;0.6428571428571429;0.6071428571428571;0.7021870017051697;0.9015687704086304;0.7894841432571411;4;0
pt_local;Who was the ruler before Lady Lili?;1;The previous ruler in Shire before Lady Lili was Lord Loid.;2.606168031692505;0.6;0.3;0.6637417078018188;0.6902931928634644;0.6767570972442627;4;0
pt_local;Who was the ruler before Lady Lili?;2;The previous ruler of Shire was Lord Loid.;2.4652700424194336;0.5882352941176471;0.23529411764705882;0.7206448912620544;0.6735665202140808;0.6963108777999878;4;0
pt_local;Who was the ruler before Lady Lili?;3;The ruler before Lady Lili was Lord Loid. He was the previous ruler of Shire, and he died at the age of 35 in unknown circumstances. Lady Lili is his widow.;3.5960609912872314;0.30000000000000004;0.25;0.5245486497879028;0.6938924789428711;0.5974525213241577;4;0
pt_local;Is Lord Loid a bartender in Nexus?;1;No, Lord Loid is not a bartender in Nexus. He is the current ruler of Nexus and was previously the ruler of Shire.;2.6349689960479736;0.7567567567567568;0.7567567567567568;0.7399486303329468;0.8423792123794556;0.7878485918045044;4;0
pt_local;Is Lord Loid a bartender in Nexus?;2;No, Lord Loid is not a bartender in Nexus. He is the current ruler of Nexus and was previously the ruler of Shire.;2.6258833408355713;0.7567567567567568;0.7567567567567568;0.7399486303329468;0.8423792123794556;0.7878485918045044;4;0
pt_local;Is Lord Loid a bartender in Nexus?;3;No, Lord Loid is not a bartender in Nexus. He is the current ruler of Nexus and was previously the ruler of Shire.;2.627667188644409;0.7567567567567568;0.7567567567567568;0.7399486303329468;0.8423792123794556;0.7878485918045044;4;0
pt_local;Is West forest in Shire?;1;No, West Forest is not located in Shire. It lies between towns Shire and Nexus.;2.0390360355377197;0.47619047619047616;0.47619047619047616;0.5764040350914001;0.746996283531189;0.6507051587104797;2;1
pt_local;Is West forest in Shire?;2;No, West Forest is not within Shire. It lies between towns Shire and Nexus.;2.0039010047912598;0.4;0.4;0.5720429420471191;0.7408400774002075;0.6455903649330139;2;1
pt_local;Is West forest in Shire?;3;No, West Forest is not located in Shire. It's situated between towns Shire and Nexus.;2.1083099842071533;0.45454545454545453;0.45454545454545453;0.5859482288360596;0.7539806962013245;0.6594285368919373;2;1
pt_local;What is Nexus known for?;1;Nexus is known for its excellent blacksmith practices, where you can find good weapons like swords, shields, axes, and many other items.;2.8943910598754883;0.631578947368421;0.631578947368421;0.7386968731880188;0.8436669111251831;0.7877001762390137;4;0
pt_local;What is Nexus known for?;2;Nexus is known for its excellent blacksmith practices, producing high-quality weapons such as swords, shields, axes, and more.;2.82332706451416;0.6857142857142857;0.6285714285714286;0.7861975431442261;0.8634629845619202;0.8230208158493042;4;0
pt_local;What is Nexus known for?;3;Nexus is known for its exceptional blacksmith practices, offering high-quality weapons like swords, shields, axes, and more.;2.790894031524658;0.7058823529411765;0.7058823529411765;0.7885514497756958;0.8680825233459473;0.8264079689979553;4;0
